ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region
TCKT_000253,2023-04-08T17:45:20,CUST_05807,small_business,in_app,data_export,security_concern,high,in_progress,gold,I noticed a suspicious login on my account.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,,,0,neutral,3,0,ios,EU
TCKT_000254,2022-02-28T13:27:47,CUST_03809,enterprise,email,billing,billing_problem,medium,on_hold,gold,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,3,0,api_client,LATAM
TCKT_000255,2023-05-19T14:58:17,CUST_09102,individual,email,notifications,other,medium,closed_no_action,gold,I need help but I'm not sure which category this fits in.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,212.72,0,positive,0,1,api_client,NA
TCKT_000256,2022-05-16T02:03:59,CUST_06440,non_profit,in_app,login_auth,feature_request,high,resolved,standard,Can you add an option to customize login auth?,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Captured the request and added it to the product backlog.,11.32,0,negative,2,0,desktop_app,NA
TCKT_000257,2025-12-17T22:56:24,CUST_07447,non_profit,phone_transcript,login_auth,security_concern,high,open,standard,I noticed a suspicious login on my account.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,,,0,positive,4,0,web,MEA
TCKT_000258,2023-01-20T12:24:25,CUST_03260,enterprise,email,api_integration,bug,low,on_hold,standard,I am seeing an error message when I click on api integration.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,neutral,3,0,desktop_app,NA
TCKT_000259,2025-09-25T04:13:45,CUST_01142,education,phone_transcript,mobile_app,bug,medium,resolved,standard,I am seeing an error message when I click on mobile app.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,11.34,0,neutral,0,0,web,APAC
TCKT_000260,2025-09-17T12:58:58,CUST_03274,small_business,email,notifications,performance,medium,resolved,standard,The notifications page is very slow and takes a long time to load.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,7.16,0,negative,3,0,web,APAC
TCKT_000261,2025-12-23T16:49:51,CUST_03700,non_profit,phone_transcript,notifications,feature_request,medium,resolved,standard,Our team needs more advanced options for notifications.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,11.36,0,very_positive,0,0,desktop_app,LATAM
TCKT_000262,2023-06-21T07:50:04,CUST_07940,small_business,chat,billing,other,low,in_progress,platinum,I have a general question about my account.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,,,0,neutral,4,0,ios,EU
TCKT_000263,2023-02-02T10:08:29,CUST_04010,individual,chat,billing,performance,high,in_progress,platinum,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,,,0,negative,3,0,api_client,LATAM
TCKT_000264,2025-07-01T15:19:56,CUST_04155,non_profit,web_form,mobile_app,bug,urgent,on_hold,standard,The mobile app feature is not saving my changes.,Thanks for reporting this bug. This has been escalated to our on-call team for immediate attention.,,,0,neutral,3,0,android,APAC
TCKT_000265,2023-08-24T20:17:48,CUST_04917,enterprise,email,notifications,performance,high,resolved,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Optimized queries and increased resource allocation.,6.96,0,very_negative,0,0,web,APAC
TCKT_000266,2025-12-08T11:46:51,CUST_00139,education,web_form,data_export,other,medium,on_hold,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,2,1,ios,EU
TCKT_000267,2022-02-26T14:04:44,CUST_06417,education,web_form,mobile_app,account_access,medium,on_hold,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,3,1,desktop_app,NA
TCKT_000268,2022-12-04T19:59:12,CUST_02661,education,in_app,notifications,feature_request,medium,in_progress,platinum,Our team needs more advanced options for notifications.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,,,0,very_positive,5,0,ios,APAC
TCKT_000269,2022-10-08T23:30:28,CUST_06539,individual,email,mobile_app,account_access,medium,open,gold,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,0,0,desktop_app,MEA
TCKT_000270,2023-10-04T09:10:49,CUST_05868,education,chat,data_export,other,high,resolved,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Provided general guidance and confirmed the issue was resolved.,12.3,0,neutral,3,0,desktop_app,NA
TCKT_000271,2025-03-17T22:38:48,CUST_06643,enterprise,in_app,analytics_dashboard,account_access,medium,resolved,platinum,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,21.93,0,neutral,4,0,web,NA
TCKT_000272,2025-09-22T17:12:30,CUST_01864,education,phone_transcript,api_integration,feature_request,high,resolved,gold,It would be great to have api integration support in your product.,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Captured the request and added it to the product backlog.,21.54,1,negative,2,0,android,MEA
TCKT_000273,2022-04-10T04:42:36,CUST_08183,education,email,login_auth,how_to,low,resolved,gold,How can I export my data from the login auth section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,54.25,0,positive,0,0,ios,APAC
TCKT_000274,2025-02-26T15:24:49,CUST_03736,education,in_app,billing,feature_request,medium,resolved,gold,Our team needs more advanced options for billing.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,47.58,0,neutral,4,1,desktop_app,APAC
TCKT_000275,2024-08-08T10:28:16,CUST_03364,enterprise,web_form,notifications,how_to,high,resolved,standard,Can you explain how to configure notifications properly?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,Provided step-by-step instructions and relevant documentation.,18.33,0,positive,4,0,android,MEA
TCKT_000276,2023-06-14T14:52:46,CUST_03176,enterprise,web_form,mobile_app,account_access,low,resolved,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,51.99,0,very_negative,2,0,web,NA
TCKT_000277,2023-05-22T10:47:08,CUST_05410,small_business,web_form,api_integration,security_concern,low,in_progress,gold,There seems to be a vulnerability in the api integration functionality.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,,,0,neutral,0,1,web,APAC
TCKT_000278,2023-04-18T17:44:05,CUST_07356,enterprise,web_form,login_auth,account_access,low,resolved,gold,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,21.51,0,positive,4,0,desktop_app,EU
TCKT_000279,2024-12-30T23:08:37,CUST_02781,individual,chat,notifications,how_to,medium,resolved,standard,I need help setting up notifications for my team.,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,13.65,0,very_negative,0,0,android,LATAM
TCKT_000280,2022-01-18T01:02:22,CUST_00183,individual,phone_transcript,data_export,performance,medium,resolved,standard,Queries in the data export module are timing out.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,31.49,0,very_negative,2,1,web,MEA
TCKT_000281,2024-12-26T20:16:52,CUST_06847,non_profit,phone_transcript,mobile_app,feature_request,low,closed_no_action,gold,Our team needs more advanced options for mobile app.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,110.71,0,negative,3,1,android,APAC
TCKT_000282,2025-09-26T09:06:56,CUST_07759,non_profit,chat,billing,billing_problem,low,in_progress,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,,,0,neutral,3,0,android,LATAM
TCKT_000283,2022-07-09T21:20:40,CUST_02438,individual,phone_transcript,api_integration,performance,low,resolved,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,14.52,0,negative,0,0,api_client,EU
TCKT_000284,2023-01-17T21:32:19,CUST_09011,non_profit,email,billing,account_access,medium,closed_no_action,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,232.24,0,very_negative,2,0,desktop_app,MEA
TCKT_000285,2022-01-25T18:58:32,CUST_07095,education,web_form,notifications,how_to,low,in_progress,gold,How can I export my data from the notifications section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,positive,5,0,ios,NA
TCKT_000286,2022-11-19T05:41:44,CUST_09822,education,web_form,data_export,performance,low,resolved,gold,The data export page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,71.97,0,very_negative,1,0,api_client,MEA
TCKT_000287,2024-10-01T03:04:14,CUST_01520,small_business,chat,analytics_dashboard,bug,low,on_hold,standard,The page keeps crashing whenever I try to open the analytics dashboard section.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,2,0,api_client,EU
TCKT_000288,2022-02-14T22:17:37,CUST_04425,enterprise,chat,login_auth,performance,high,resolved,gold,Queries in the login auth module are timing out.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Optimized queries and increased resource allocation.,19.31,0,neutral,0,0,android,APAC
TCKT_000289,2022-02-06T00:04:51,CUST_07171,non_profit,phone_transcript,notifications,how_to,low,resolved,standard,I need help setting up notifications for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,53.65,1,negative,3,0,android,MEA
TCKT_000290,2023-06-22T08:09:20,CUST_04214,enterprise,chat,data_export,account_access,high,resolved,standard,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Reset account credentials and confirmed successful login.,16.83,1,very_negative,2,1,api_client,NA
TCKT_000291,2023-01-03T11:48:25,CUST_00675,non_profit,chat,api_integration,feature_request,medium,resolved,standard,It would be great to have api integration support in your product.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,30.19,1,very_negative,2,0,api_client,MEA
TCKT_000292,2023-09-04T21:14:40,CUST_03924,enterprise,in_app,billing,bug,medium,in_progress,standard,The page keeps crashing whenever I try to open the billing section.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,,,1,negative,3,0,web,MEA
TCKT_000293,2025-07-11T18:30:53,CUST_02793,enterprise,chat,notifications,security_concern,low,in_progress,standard,There seems to be a vulnerability in the notifications functionality.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,,,0,negative,3,0,web,LATAM
TCKT_000294,2023-02-10T02:52:59,CUST_00720,non_profit,phone_transcript,data_export,account_access,low,resolved,platinum,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,62.21,0,very_negative,1,0,android,LATAM
TCKT_000295,2024-09-01T01:38:52,CUST_08836,enterprise,web_form,billing,bug,high,resolved,platinum,The page keeps crashing whenever I try to open the billing section.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Patched the bug and deployed a fix to production.,14.88,0,neutral,0,0,desktop_app,LATAM
TCKT_000296,2024-12-02T17:27:03,CUST_08585,education,web_form,login_auth,performance,low,resolved,gold,Queries in the login auth module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,49.25,0,negative,2,1,android,APAC
TCKT_000297,2024-02-25T13:38:49,CUST_00026,enterprise,phone_transcript,analytics_dashboard,feature_request,high,on_hold,standard,Can you add an option to customize analytics dashboard?,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,,,0,very_positive,5,1,api_client,MEA
TCKT_000298,2024-06-04T18:47:38,CUST_08683,individual,phone_transcript,login_auth,other,high,closed_no_action,standard,I have a general question about my account.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,180.6,0,neutral,0,0,ios,LATAM
TCKT_000299,2025-04-25T18:48:17,CUST_07764,small_business,chat,billing,bug,medium,resolved,standard,I am seeing an error message when I click on billing.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,46.15,0,neutral,0,0,desktop_app,MEA
TCKT_000300,2023-11-14T23:31:16,CUST_07558,education,chat,notifications,feature_request,low,resolved,standard,Can you add an option to customize notifications?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,42.98,0,neutral,0,0,api_client,APAC
TCKT_000301,2024-12-13T23:45:47,CUST_00493,small_business,chat,analytics_dashboard,other,low,resolved,platinum,"Something seems off, can you please check my workspace?",Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,58.76,0,positive,0,1,ios,LATAM
TCKT_000302,2023-11-24T10:54:26,CUST_09468,individual,email,analytics_dashboard,other,urgent,resolved,platinum,I have a general question about my account.,Thanks for contacting support. This has been escalated to our on-call team for immediate attention.,Provided general guidance and confirmed the issue was resolved.,4.6,0,negative,2,1,android,MEA
TCKT_000303,2023-10-10T16:52:33,CUST_09476,enterprise,email,billing,account_access,high,resolved,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Reset account credentials and confirmed successful login.,17.06,0,negative,3,1,api_client,LATAM
TCKT_000304,2023-02-10T03:27:03,CUST_03424,enterprise,in_app,billing,how_to,low,in_progress,standard,I need help setting up billing for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,positive,5,0,android,APAC
TCKT_000305,2023-08-25T15:34:32,CUST_02469,enterprise,web_form,mobile_app,bug,low,on_hold,platinum,I am seeing an error message when I click on mobile app.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,negative,3,1,web,MEA
TCKT_000306,2023-12-31T22:14:14,CUST_09136,non_profit,chat,mobile_app,account_access,low,resolved,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,38.78,0,neutral,0,0,desktop_app,MEA
TCKT_000307,2023-10-23T04:52:42,CUST_06690,education,in_app,mobile_app,how_to,urgent,open,gold,How can I export my data from the mobile app section?,Happy to help with your question. This has been escalated to our on-call team for immediate attention.,,,1,neutral,3,1,web,LATAM
TCKT_000308,2022-12-08T06:40:38,CUST_03675,enterprise,phone_transcript,api_integration,performance,low,resolved,platinum,The api integration page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,32.72,0,negative,2,1,android,MEA
TCKT_000309,2023-08-19T23:31:56,CUST_03700,non_profit,web_form,api_integration,bug,low,resolved,gold,The page keeps crashing whenever I try to open the api integration section.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Patched the bug and deployed a fix to production.,22.64,0,very_positive,0,1,web,EU
TCKT_000310,2025-06-03T06:01:39,CUST_07424,enterprise,web_form,api_integration,other,medium,resolved,standard,I have a general question about my account.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,37.39,0,negative,2,0,api_client,MEA
TCKT_000311,2025-07-13T13:43:32,CUST_04558,small_business,phone_transcript,api_integration,performance,high,resolved,standard,The api integration page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Optimized queries and increased resource allocation.,5.71,0,negative,0,0,desktop_app,MEA
TCKT_000312,2024-08-31T02:51:07,CUST_04571,enterprise,in_app,mobile_app,other,low,closed_no_action,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,112.43,0,positive,4,0,api_client,APAC
TCKT_000313,2023-03-17T01:34:15,CUST_03076,education,email,mobile_app,performance,low,resolved,standard,Queries in the mobile app module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,26.08,0,negative,0,0,web,LATAM
TCKT_000314,2022-01-01T13:52:56,CUST_03833,non_profit,phone_transcript,notifications,bug,low,on_hold,gold,The notifications feature is not saving my changes.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,1,negative,0,0,desktop_app,APAC
TCKT_000315,2023-01-20T11:29:03,CUST_05811,non_profit,in_app,login_auth,bug,low,in_progress,standard,The login auth feature is not saving my changes.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,positive,4,0,desktop_app,EU
TCKT_000316,2024-12-13T18:19:29,CUST_02750,non_profit,in_app,notifications,security_concern,high,in_progress,standard,I noticed a suspicious login on my account.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,,,0,very_negative,1,0,android,NA
TCKT_000317,2022-07-31T04:22:15,CUST_05142,non_profit,email,login_auth,bug,low,resolved,gold,I am seeing an error message when I click on login auth.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Patched the bug and deployed a fix to production.,13.02,0,neutral,3,0,ios,LATAM
TCKT_000318,2024-07-25T21:02:08,CUST_03723,small_business,web_form,data_export,billing_problem,medium,resolved,standard,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,45.77,0,neutral,0,0,api_client,MEA
TCKT_000319,2024-11-09T09:41:18,CUST_09945,education,email,data_export,feature_request,low,closed_no_action,standard,Our team needs more advanced options for data export.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,58.35,0,negative,0,1,android,MEA
TCKT_000320,2022-01-07T05:26:17,CUST_00167,enterprise,web_form,api_integration,security_concern,high,on_hold,standard,We need details about your data encryption and compliance.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,,,0,very_negative,0,0,android,LATAM
TCKT_000321,2022-02-23T12:03:00,CUST_01539,non_profit,phone_transcript,api_integration,performance,low,resolved,gold,Queries in the api integration module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,35.86,0,negative,3,0,ios,MEA
TCKT_000322,2024-02-20T03:35:27,CUST_07620,education,chat,login_auth,account_access,low,open,gold,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,2,1,ios,EU
TCKT_000323,2025-10-10T11:56:07,CUST_02973,enterprise,phone_transcript,data_export,billing_problem,high,resolved,platinum,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,Adjusted the invoice and issued a refund where applicable.,2.19,0,negative,3,0,desktop_app,APAC
TCKT_000324,2025-08-30T17:47:41,CUST_08851,education,phone_transcript,api_integration,account_access,low,in_progress,gold,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,1,0,web,MEA
TCKT_000325,2022-03-17T08:00:56,CUST_04069,non_profit,web_form,analytics_dashboard,performance,low,on_hold,platinum,The analytics dashboard page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,1,positive,4,0,ios,NA
TCKT_000326,2024-10-20T07:49:15,CUST_08161,enterprise,email,mobile_app,other,medium,in_progress,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,3,0,ios,LATAM
TCKT_000327,2023-08-08T07:59:00,CUST_06262,small_business,chat,notifications,account_access,low,on_hold,standard,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,negative,2,0,ios,EU
TCKT_000328,2022-12-12T09:58:27,CUST_06433,individual,in_app,data_export,billing_problem,medium,resolved,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,12.76,0,negative,3,0,web,MEA
TCKT_000329,2022-07-07T12:42:38,CUST_02762,small_business,chat,billing,how_to,high,open,standard,I need help setting up billing for my team.,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,,,0,very_positive,0,0,ios,LATAM
TCKT_000330,2025-04-20T05:54:48,CUST_01989,individual,chat,billing,feature_request,low,resolved,standard,Can you add an option to customize billing?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,41.26,0,negative,3,0,desktop_app,LATAM
TCKT_000331,2022-11-05T18:48:27,CUST_06310,small_business,phone_transcript,mobile_app,account_access,urgent,resolved,standard,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. This has been escalated to our on-call team for immediate attention.,Reset account credentials and confirmed successful login.,0.7,0,very_positive,0,0,web,NA
TCKT_000332,2025-03-14T10:20:30,CUST_02850,non_profit,chat,api_integration,bug,medium,on_hold,standard,The page keeps crashing whenever I try to open the api integration section.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,4,0,desktop_app,EU
TCKT_000333,2022-07-14T18:42:03,CUST_02306,individual,web_form,notifications,other,high,closed_no_action,standard,I have a general question about my account.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,57.44,0,very_positive,5,1,ios,NA
TCKT_000334,2025-06-01T00:36:37,CUST_08802,individual,phone_transcript,api_integration,how_to,low,open,gold,I need help setting up api integration for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,neutral,3,0,ios,LATAM
TCKT_000335,2025-04-09T19:14:43,CUST_02094,non_profit,in_app,analytics_dashboard,feature_request,low,resolved,platinum,Our team needs more advanced options for analytics dashboard.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,14.52,0,very_negative,1,1,desktop_app,APAC
TCKT_000336,2025-07-13T10:48:56,CUST_03677,small_business,email,mobile_app,feature_request,medium,resolved,platinum,Our team needs more advanced options for mobile app.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,14.08,0,neutral,4,1,desktop_app,APAC
TCKT_000337,2023-08-09T02:33:20,CUST_08343,small_business,email,data_export,performance,low,closed_no_action,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,100.89,0,very_negative,0,0,api_client,EU
TCKT_000338,2024-07-09T17:02:41,CUST_03902,small_business,in_app,notifications,security_concern,medium,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",45.87,0,neutral,3,0,api_client,APAC
TCKT_000339,2022-10-02T09:01:43,CUST_01994,individual,web_form,data_export,how_to,medium,in_progress,platinum,How can I export my data from the data export section?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,3,0,android,LATAM
TCKT_000340,2022-12-19T01:05:28,CUST_00295,enterprise,chat,billing,account_access,low,on_hold,gold,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,neutral,3,0,android,LATAM
TCKT_000341,2023-10-06T23:02:18,CUST_05308,enterprise,phone_transcript,mobile_app,bug,high,resolved,standard,I am seeing an error message when I click on mobile app.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Patched the bug and deployed a fix to production.,4.32,0,positive,4,0,ios,EU
TCKT_000342,2024-12-25T07:37:28,CUST_06916,individual,email,analytics_dashboard,account_access,medium,resolved,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,5.25,0,very_negative,0,1,desktop_app,MEA
TCKT_000343,2022-05-06T15:08:40,CUST_07553,enterprise,email,data_export,account_access,high,in_progress,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,,,0,neutral,4,0,api_client,EU
TCKT_000344,2025-12-06T20:19:31,CUST_00803,small_business,chat,analytics_dashboard,feature_request,high,open,platinum,Can you add an option to customize analytics dashboard?,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,,,0,neutral,3,0,api_client,APAC
TCKT_000345,2024-03-09T03:04:19,CUST_03928,education,in_app,analytics_dashboard,billing_problem,high,on_hold,platinum,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,,,0,very_positive,5,0,api_client,NA
TCKT_000346,2022-06-29T23:47:50,CUST_07025,non_profit,web_form,api_integration,performance,low,on_hold,standard,The api integration page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,0,negative,0,0,api_client,NA
TCKT_000347,2025-06-17T01:22:24,CUST_06220,individual,in_app,api_integration,billing_problem,high,resolved,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,Adjusted the invoice and issued a refund where applicable.,15.04,0,very_negative,1,0,api_client,EU
TCKT_000348,2024-10-22T08:18:55,CUST_06039,small_business,phone_transcript,notifications,other,medium,resolved,gold,I have a general question about my account.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,27.4,0,positive,0,0,android,MEA
TCKT_000349,2023-01-31T05:49:49,CUST_07082,education,email,api_integration,other,high,in_progress,gold,I have a general question about my account.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,,,0,neutral,0,0,desktop_app,EU
TCKT_000350,2023-06-15T23:00:54,CUST_02295,non_profit,web_form,analytics_dashboard,bug,low,in_progress,standard,The analytics dashboard feature is not saving my changes.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,positive,4,0,desktop_app,APAC
TCKT_000351,2025-02-02T03:23:41,CUST_03553,individual,web_form,mobile_app,bug,medium,resolved,gold,The mobile app feature is not saving my changes.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,11.55,0,neutral,4,1,android,MEA
TCKT_000352,2023-01-14T12:05:02,CUST_00205,individual,email,analytics_dashboard,performance,medium,resolved,platinum,Queries in the analytics dashboard module are timing out.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,23.32,0,very_positive,5,0,web,MEA
TCKT_000353,2025-01-30T19:47:14,CUST_05127,individual,email,analytics_dashboard,bug,high,closed_no_action,gold,I am seeing an error message when I click on analytics dashboard.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,156.05,0,positive,4,0,desktop_app,EU
TCKT_000354,2022-02-26T06:05:19,CUST_09360,small_business,web_form,mobile_app,security_concern,low,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",61.51,0,neutral,3,0,desktop_app,LATAM
